Accepted Symbol,Family Common Name,Common Name,Kingdom,Division,Class,Order,Family,Genus,Scientific Name,Duration,Growth Habit
CLHI,Buttercup family,hairy clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis hirsutissima,Perennial,"Forb/herb, Subshrub"
CLHIH,Buttercup family,hairy clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis hirsutissima var. hirsutissima,Perennial,"Forb/herb, Subshrub"
CLHIS,Buttercup family,Scott's clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis hirsutissima var. scottii,Perennial,"Forb/herb, Subshrub"
DEOC,Buttercup family,,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium Ã—occidentale,Perennial,Forb/herb
DEAL,Buttercup family,Colorado larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium alpestre,Perennial,Forb/herb
DEBA2,Buttercup family,subalpine larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium barbeyi,Perennial,Forb/herb
DEGE2,Buttercup family,Geyer's larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium geyeri,Perennial,Forb/herb
DERA,Buttercup family,mountain larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium ramosum,Perennial,Forb/herb
DERO,Buttercup family,Wahatoya Creek larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium robustum,Perennial,Forb/herb
DESC,Buttercup family,tall mountain larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium scaposum,Perennial,Forb/herb
DEWO,Buttercup family,Organ Mountain larkspur,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium wootonii,Perennial,Forb/herb
MYCU,Buttercup family,Arizona mousetail,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Myosurus,Myosurus cupulatus,Annual,Forb/herb
MYNI,Buttercup family,western mousetail,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Myosurus,Myosurus nitidus,Annual,Forb/herb
RAAC2,Buttercup family,sharpleaf buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acriformis,Perennial,Forb/herb
RAACA2,Buttercup family,sharpleaf buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acriformis var. acriformis,Perennial,Forb/herb
RAAD,Buttercup family,alpine buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus adoneus,Perennial,Forb/herb
RAADA2,Buttercup family,alpine buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus adoneus var. adoneus,Perennial,Forb/herb
RAADA,Buttercup family,alpine buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus adoneus var. alpinus,Perennial,Forb/herb
RAALM,Buttercup family,waterplantain buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius var. montanus,Perennial,Forb/herb
RACO10,Buttercup family,Colorado buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus coloradensis,Perennial,Forb/herb
RAINA,Buttercup family,graceful buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus inamoenus var. alpeophilus,Perennial,Forb/herb
RAJO,Buttercup family,Utah buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus jovis,Perennial,Forb/herb
RALO2,Buttercup family,longbeak buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus longirostris,Perennial,Forb/herb
RAMA,Buttercup family,Rocky Mountain buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus macauleyi,Perennial,Forb/herb
RAMAB,Buttercup family,Brandegee's buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus macauleyi var. brandegeei,Perennial,Forb/herb
RAMAM,Buttercup family,Rocky Mountain buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus macauleyi var. macauleyi,Perennial,Forb/herb
RAOR,Buttercup family,Oregon buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus oreogenes,Perennial,Forb/herb
RARA,Buttercup family,tadpole buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus ranunculinus,Perennial,Forb/herb
RAUNE,Buttercup family,Earle's buttercup,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus uncinatus var. earlei,"Annual, Perennial",Forb/herb
THFE,Buttercup family,Fendler's meadow-rue,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,Thalictrum fendleri,Perennial,Forb/herb
THFEF,Buttercup family,Fendler's meadow-rue,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,Thalictrum fendleri var. fendleri,Perennial,Forb/herb
THHE2,Buttercup family,Cathedral Bluff meadow-rue,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,Thalictrum heliophilum,Perennial,Forb/herb
THSPS,Buttercup family,fewflower meadow-rue,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,Thalictrum sparsiflorum var. saximontanum,Perennial,Forb/herb
TRCAO,Buttercup family,western bugbane,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Trautvetteria,Trautvetteria caroliniensis var. occidentalis,Perennial,Forb/herb
CEFE,Buckthorn family,Fendler's ceanothus,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Ceanothus,Ceanothus fendleri,Perennial,Shrub
CEMA2,Buckthorn family,Martin's ceanothus,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Ceanothus,Ceanothus martinii,Perennial,Shrub
FRBE2,Buckthorn family,beechleaf frangula,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,Frangula betulifolia,Perennial,"Shrub, Tree"
FRBEO,Buckthorn family,obovate buckthorn,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,Frangula betulifolia ssp. obovata,Perennial,Tree
RHSM,Buckthorn family,Smith's buckthorn,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Rhamnus,Rhamnus smithii,Perennial,Shrub
AMPU5,Rose family,dwarf serviceberry,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier pumila,Perennial,Shrub
AMUT,Rose family,Utah serviceberry,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier utahensis,Perennial,"Shrub, Tree"
AMUTU,Rose family,Utah serviceberry,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier utahensis var. utahensis,Perennial,"Shrub, Tree"
CEIN7,Rose family,littleleaf mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus intricatus,Perennial,Shrub
CELE3,Rose family,curl-leaf mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus ledifolius,Perennial,"Shrub, Tree"
CELEI,Rose family,curl-leaf mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus ledifolius var. intercedens,Perennial,"Shrub, Tree"
CELEL,Rose family,curl-leaf mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus ledifolius var. ledifolius,Perennial,"Shrub, Tree"
CEMO2,Rose family,alderleaf mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus montanus,Perennial,"Shrub, Tree"
CEMOA,Rose family,silver mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus montanus var. argenteus,Perennial,"Shrub, Tree"
CEMOM4,Rose family,alderleaf mountain mahogany,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,Cercocarpus montanus var. montanus,Perennial,"Shrub, Tree"
CORA,Rose family,blackbrush,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Coleogyne,Coleogyne ramosissima,Perennial,Shrub
CRER,Rose family,cerro hawthorn,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus erythropoda,Perennial,"Shrub, Tree"
CRRI,Rose family,river hawthorn,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus rivularis,Perennial,"Shrub, Tree"
CRSA2,Rose family,willow hawthorn,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus saligna,Perennial,"Shrub, Tree"
FAPA,Rose family,Apache plume,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Fallugia,Fallugia paradoxa,Perennial,Shrub
GEROT,Rose family,Ross' avens,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum rossii var. turbinatum,Perennial,Forb/herb
HODU,Rose family,rockspirea,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Holodiscus,Holodiscus dumosus,Perennial,Shrub
IVGO,Rose family,Gordon's ivesia,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Ivesia,Ivesia gordonii,Perennial,"Forb/herb, Subshrub"
PERA4,Rose family,wild crab apple,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Peraphyllum,Peraphyllum ramosissimum,Perennial,Shrub
PECA12,Rose family,mat rockspirea,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Petrophytum,Petrophytum caespitosum,Perennial,Subshrub
PECAC2,Rose family,mat rockspirea,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Petrophytum,Petrophytum caespitosum var. caespitosum,Perennial,Subshrub
PHAL7,Rose family,dwarf ninebark,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Physocarpus,Physocarpus alternans,Perennial,Shrub
PHALA6,Rose family,dwarf ninebark,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Physocarpus,Physocarpus alternans ssp. alternans,Perennial,Shrub
PHMO4,Rose family,mountain ninebark,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Physocarpus,Physocarpus monogynus,Perennial,Shrub
POAM6,Rose family,silkyleaf cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla ambigens,Perennial,Forb/herb
POCOB,Rose family,elegant cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla concinna var. bicrenata,Perennial,"Forb/herb, Subshrub"
POCR4,Rose family,bearded cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla crinita,Perennial,Forb/herb
POCRC2,Rose family,bearded cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla crinita var. crinita,Perennial,Forb/herb
POGLG3,Rose family,sticky cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla glandulosa ssp. glabrata,Perennial,"Forb/herb, Subshrub"
POGRB,Rose family,slender cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis var. brunnescens,Perennial,"Forb/herb, Subshrub"
POOVD,Rose family,sheep cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla ovina var. decurrens,Perennial,Forb/herb
POPE23,Rose family,combleaf cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla pectinisecta,Perennial,"Forb/herb, Subshrub"
PORU4,Rose family,rock cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla rupincola,Perennial,Forb/herb
POSU6,Rose family,Navajo cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla subviscosa,Perennial,Forb/herb
POSUS,Rose family,Navajo cinquefoil,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla subviscosa var. subviscosa,Perennial,Forb/herb
PRAN3,Rose family,Chickasaw plum,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus angustifolia,Perennial,"Shrub, Tree"
PRANA,Rose family,Chickasaw plum,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus angustifolia var. angustifolia,Perennial,"Shrub, Tree"
PRGR,Rose family,Oklahoma plum,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus gracilis,Perennial,Shrub
PRRI,Rose family,creek plum,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus rivularis,Perennial,Shrub
PUST,Rose family,Stansbury cliffrose,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Purshia,Purshia stansburiana,Perennial,"Shrub, Tree"
ROMA3,Rose family,Mancos rose,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa manca,Perennial,Subshrub
RUDE,Rose family,delicious raspberry,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus deliciosus,Perennial,"Subshrub, Vine"
RUNE,Rose family,New Mexico raspberry,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus neomexicanus,Perennial,Subshrub
GACO2,Madder family,Colorado bedstraw,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Galium,Galium coloradoense,Perennial,"Forb/herb, Subshrub"
GAMEA,Madder family,Mexican bedstraw,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Galium,Galium mexicanum ssp. asperrimum,Perennial,"Forb/herb, Vine"
STNI6,Madder family,diamond-flowers,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Stenaria,Stenaria nigricans,Perennial,"Forb/herb, Subshrub"
STNIN,Madder family,diamondflowers,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Stenaria,Stenaria nigricans var. nigricans,Perennial,"Forb/herb, Subshrub"
PTTRP,Rue family,pallid hoptree,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Ptelea,Ptelea trifoliata ssp. pallida,Perennial,"Shrub, Tree"
PTTRC2,Rue family,pallid hoptree,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Ptelea,Ptelea trifoliata ssp. pallida var. confinis,Perennial,"Shrub, Tree"
PTTRP2,Rue family,pallid hoptree,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Ptelea,Ptelea trifoliata ssp. polyadenia,Perennial,"Shrub, Tree"
THTE2,Rue family,rue of the mountains,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Thamnosma,Thamnosma texana,Perennial,"Forb/herb, Subshrub"
PODEW,Willow family,Rio Grande cottonwood,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Populus,Populus deltoides ssp. wislizeni,Perennial,Tree
POFR2,Willow family,Fremont cottonwood,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Populus,Populus fremontii,Perennial,Tree
POFRF3,Willow family,Fremont cottonwood,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Populus,Populus fremontii ssp. fremontii,Perennial,Tree
SAGL3,Willow family,hybrid willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix Ã—glatfelteri,Perennial,Tree
SAPR7,Willow family,hybrid willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix Ã—princeps-ourayi,Perennial,Tree
SAAR14,Willow family,Arizona willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix arizonica,Perennial,Shrub
SAGO,Willow family,Goodding's willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix gooddingii,Perennial,Tree
SAIR,Willow family,dewystem willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix irrorata,Perennial,Shrub
SALI,Willow family,strapleaf willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix ligulifolia,Perennial,"Shrub, Tree"
SAMO2,Willow family,park willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix monticola,Perennial,"Shrub, Tree"
SAOR,Willow family,Sierra willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix orestera,Perennial,Shrub
SAWO,Willow family,Wolf's willow,Plantae,Magnoliophyta,Magnoliopsida,Salicales,Salicaceae,Salix,Salix wolfii,Perennial,Shrub
SASA4,Soapberry family,wingleaf soapberry,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindus,Sapindus saponaria,Perennial,"Shrub, Tree"
SASAD,Soapberry family,western soapberry,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindus,Sapindus saponaria var. drummondii,Perennial,"Shrub, Tree"
ANCA10,Lizard's-tail family,yerba mansa,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Saururaceae,Anemopsis,Anemopsis californica,Perennial,Forb/herb
HEBR2,Saxifrage family,bracted alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera bracteata,Perennial,Forb/herb
HEHA2,Saxifrage family,Front Range alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera hallii,Perennial,Forb/herb
HEPAF,Saxifrage family,littleleaf alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera parvifolia var. flavescens,Perennial,Forb/herb
HEPAM,Saxifrage family,littleleaf alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera parvifolia var. major,Perennial,Forb/herb
HEPAM2,Saxifrage family,littleleaf alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera parvifolia var. microcarpa,Perennial,Forb/herb
HEPAN,Saxifrage family,littleleaf alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera parvifolia var. nivalis,Perennial,Forb/herb
HEPAP6,Saxifrage family,littleleaf alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera parvifolia var. parvifolia,Perennial,Forb/herb
HERU,Saxifrage family,pink alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera rubescens,Perennial,Forb/herb
HERUR2,Saxifrage family,pink alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera rubescens var. rubescens,Perennial,Forb/herb
HERUV,Saxifrage family,pink alumroot,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Heuchera,Heuchera rubescens var. versicolor,Perennial,Forb/herb
MIST3,Saxifrage family,smallflower miterwort,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Mitella,Mitella stauropetala,Perennial,Forb/herb
MISTS,Saxifrage family,drywoods miterwort,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Mitella,Mitella stauropetala var. stenopetala,Perennial,Forb/herb
PAPAM2,Saxifrage family,mountain grass of Parnassus,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Parnassia,Parnassia palustris var. montanensis,Perennial,Forb/herb
SACAD2,Saxifrage family,tufted alpine saxifrage,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Saxifraga,Saxifraga caespitosa ssp. delicatula,Perennial,Forb/herb
SACAM2,Saxifrage family,tufted alpine saxifrage,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Saxifraga,Saxifraga caespitosa ssp. monticola,Perennial,Forb/herb
SACH4,Saxifrage family,goldbloom saxifrage,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Saxifraga,Saxifraga chrysantha,Perennial,Forb/herb
SAFLC,Saxifrage family,Crandall's saxifrage,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Saxifraga,Saxifraga flagellaris ssp. crandallii,Perennial,Forb/herb
SARH2,Saxifrage family,diamondleaf saxifrage,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Saxifraga,Saxifraga rhomboidea,Perennial,Forb/herb
SUHA,Saxifrage family,Hapeman's coolwort,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Sullivantia,Sullivantia hapemanii,Perennial,Forb/herb
SUHAP,Saxifrage family,Purpus' sullivantia,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Sullivantia,Sullivantia hapemanii var. purpusii,Perennial,Forb/herb
TEJA,Saxifrage family,James' telesonix,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Telesonix,Telesonix jamesii,Perennial,Forb/herb
BEAL,Figwort family,alpine besseya,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Besseya,Besseya alpina,Perennial,Forb/herb
BEPL,Figwort family,White River coraldrops,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Besseya,Besseya plantaginea,Perennial,Forb/herb
BERI,Figwort family,Ritter's coraldrops,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Besseya,Besseya ritteriana,Perennial,Forb/herb
CAAN7,Figwort family,northwestern Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja angustifolia,Perennial,"Forb/herb, Subshrub"
CAAND,Figwort family,northwestern Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja angustifolia var. dubia,Perennial,"Forb/herb, Subshrub"
CAFL7,Figwort family,yellow Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja flava,Perennial,"Forb/herb, Subshrub"
CAFLF3,Figwort family,yellow Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja flava var. flava,Perennial,"Forb/herb, Subshrub"
CAHA16,Figwort family,Hayden's Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja haydenii,Perennial,Forb/herb
CAIN14,Figwort family,wholeleaf Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja integra,Perennial,"Forb/herb, Subshrub"
CAINI5,Figwort family,wholeleaf Indian paintbrush,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,Castilleja integra var. integra,Perennial,"Forb/herb, Subshrub"
